,0
2014-10-12,61.69
2014-10-13,63.53
2014-10-14,75.05
2014-10-15,74.97
2014-10-16,69.7
2014-10-17,70.96
2014-10-18,68.14
2014-10-19,53.09
2014-10-20,59.34
2014-10-21,63.97
2014-10-22,55.66
2014-10-23,52.55
2014-10-24,62.81
2014-10-25,66.9
2014-10-26,60.62
2014-10-27,63.01
2014-10-28,69.78
2014-10-29,69.83
2014-10-30,56.99
2014-10-31,53.26
2014-11-01,46.74
2014-11-02,47.19
2014-11-03,60.3
2014-11-04,68.7
2014-11-05,62.85
2014-11-06,50.23
2014-11-07,51.36
2014-11-08,47.29
2014-11-09,56.24
2014-11-10,60.53
2014-11-11,63.38
2014-11-12,62.7
2014-11-13,47.17
2014-11-14,41.4
2014-11-15,41.23
2014-11-16,42.44
2014-11-17,48.08
2014-11-18,31.52
2014-11-19,32.39
2014-11-20,44.71
2014-11-21,35.73
2014-11-22,42.18
2014-11-23,55.58
2014-11-24,68.43
2014-11-25,58.1
2014-11-26,43.45
2014-11-27,36.7
2014-11-28,35.69
2014-11-29,34.8
2014-11-30,49.92
2014-12-01,62.23
2014-12-02,39.99
2014-12-03,45.43
2014-12-04,44.43
2014-12-05,41.51
2014-12-06,46.22
2014-12-07,40.4
2014-12-08,31.5
2014-12-09,41.27
2014-12-10,39.66
2014-12-11,36.09
2014-12-12,36.73
2014-12-13,42.66
2014-12-14,44.74
2014-12-15,47.43
2014-12-16,45.84
2014-12-17,51.72
2014-12-18,40.9
2014-12-19,36.82
2014-12-20,32.41
2014-12-21,35.34
2014-12-22,42.81
2014-12-23,45.64
2014-12-24,52.21
2014-12-25,51.21
2014-12-26,49.02
2014-12-27,54.47
2014-12-28,52.16
2014-12-29,42.45
2014-12-30,32.46
2014-12-31,31.33
